game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
1,10/26/1984,21-252,CHI,WSB,W (+16),40:00:00,5,16,0.313,0,0,,6,7,0.857,1,5,6,7,2,4,5,16,12.5,
2,10/27/1984,21-253,CHI,MIL,L (-2),34:00:00,8,13,0.615,0,0,,5,5,1,3,2,5,5,2,1,3,21,19.4,
3,10/29/1984,21-255,CHI,MIL,W (+6),34:00:00,13,24,0.542,0,0,,11,13,0.846,2,2,4,5,6,2,3,37,32.9,
4,10/30/1984,21-256,CHI,KCK,W (+5),36:00:00,8,21,0.381,0,0,,9,9,1,2,2,4,5,3,1,6,25,14.7,
5,11/1/1984,21-258,CHI,DEN,L (-16),33:00:00,7,15,0.467,0,0,,3,4,0.75,3,2,5,5,1,1,2,17,13.2,
6,11/7/1984,21-264,CHI,DET,W (+4),27:00:00,9,19,0.474,0,0,,7,9,0.778,1,3,4,3,3,1,5,25,14.9,
7,11/8/1984,21-265,CHI,NYK,W (+15),33:00:00,15,22,0.682,0,0,,3,4,0.75,4,4,8,5,3,2,5,33,29.3,
8,11/10/1984,21-267,CHI,IND,W (+2),42:00:00,9,22,0.409,0,0,,9,12,0.75,2,7,9,4,2,5,3,27,21.2,
9,11/13/1984,21-270,CHI,SAS,W (+3),43:00:00,18,27,0.667,1,1,1,8,11,0.727,2,8,10,4,3,2,4,45,37.5,
10,11/15/1984,21-272,CHI,BOS,L (-20),33:00:00,12,24,0.5,0,1,0,3,3,1,0,2,2,2,2,1,1,27,17.1,
11,11/17/1984,21-274,CHI,PHI,L (-9),44:00:00,4,17,0.235,0,0,,8,8,1,0,5,5,7,5,2,4,16,12.5,
12,11/19/1984,21-276,CHI,IND,L (-17),39:00:00,11,26,0.423,0,3,0,12,16,0.75,2,3,5,2,2,1,3,34,20.8,
13,11/21/1984,21-278,CHI,MIL,L (-10),42:00:00,11,22,0.5,0,0,,13,14,0.929,4,9,13,2,2,2,6,35,26.7,
14,11/23/1984,21-280,CHI,SEA,W (+19),30:00:00,9,13,0.692,0,0,,5,6,0.833,0,4,4,3,4,1,4,23,19.5,
15,11/24/1984,21-281,CHI,POR,L (-10),41:00:00,10,24,0.417,0,1,0,10,10,1,3,3,6,8,3,1,4,30,23.9,
16,11/27/1984,21-284,CHI,GSW,L (-6),24:00:00,6,10,0.6,0,0,,1,1,1,0,2,2,3,3,2,4,13,11.1,
17,11/29/1984,21-286,CHI,PHO,L (-5),30:00:00,9,17,0.529,1,1,1,3,4,0.75,1,2,3,2,2,0,2,22,14,
18,11/30/1984,21-287,CHI,LAC,W (+4),37:00:00,9,15,0.6,0,0,,2,4,0.5,2,3,5,5,3,0,4,20,15.5,
19,12/2/1984,21-289,CHI,LAL,W (+1),42:00:00,7,13,0.538,0,0,,6,8,0.75,2,0,2,3,1,1,4,20,12.9,
20,12/4/1984,21-291,CHI,NJN,W (+15),35:00:00,7,13,0.538,0,0,,6,6,1,1,2,3,6,1,0,3,20,16,
21,12/7/1984,21-294,CHI,NYK,W (+2),43:00:00,8,16,0.5,0,1,0,5,7,0.714,1,1,2,3,2,0,6,21,9.3,
22,12/8/1984,21-295,CHI,DAL,W (+2),35:00:00,10,23,0.435,0,0,,0,0,,4,3,7,2,0,2,2,20,11.2,
23,12/11/1984,21-298,CHI,DET,L (-7),37:00:00,13,28,0.464,0,1,0,1,3,0.333,1,7,8,6,2,0,3,27,16.2,
24,12/12/1984,21-299,CHI,DET,L (-7),30:00:00,6,17,0.353,0,2,0,9,10,0.9,0,1,1,2,2,1,1,21,12.5,
25,12/14/1984,21-301,CHI,NJN,L (-2),44:00:00,12,25,0.48,0,0,,10,10,1,2,6,8,8,1,0,0,34,29.5,
26,12/15/1984,21-302,CHI,PHI,L (-12),27:00:00,7,16,0.438,0,0,,0,0,,1,1,2,2,1,0,1,14,7.2,
27,12/18/1984,21-305,CHI,HOU,L (-8),45:00:00,8,20,0.4,0,1,0,2,4,0.5,1,2,3,8,3,0,1,18,14.5,
28,12/20/1984,21-307,CHI,ATL,W (+3),41:00:00,12,22,0.545,0,0,,10,16,0.625,4,4,8,7,5,1,7,34,26.6,
29,12/22/1984,21-309,CHI,BOS,W (+25),35:00:00,12,18,0.667,0,0,,8,8,1,1,11,12,8,0,3,3,32,31.7,
30,12/27/1984,21-314,CHI,CLE,W (+4),44:00:00,20,33,0.606,0,1,0,5,5,1,2,5,7,11,3,0,3,45,40.1,
31,12/29/1984,21-316,CHI,ATL,L (-3),39:00:00,7,18,0.389,0,0,,7,9,0.778,1,3,4,5,0,0,3,21,10.1,
32,1/2/1985,21-320,CHI,ATL,L (-14),34:00:00,10,14,0.714,0,0,,5,6,0.833,1,6,7,4,3,0,4,25,22.3,
33,1/4/1985,21-322,CHI,MIL,W (+5),38:00:00,9,16,0.563,0,1,0,4,5,0.8,0,2,2,6,3,0,0,22,20.2,
34,1/5/1985,21-323,CHI,NYK,L (-6),42:00:00,16,25,0.64,0,0,,10,11,0.909,4,3,7,4,2,1,3,42,35.5,
35,1/9/1985,21-327,CHI,BOS,L (-3),42:00:00,12,24,0.5,0,0,,12,13,0.923,4,2,6,6,2,1,4,36,28.3,
36,1/11/1985,21-329,CHI,NYK,W (+16),30:00:00,8,14,0.571,0,0,,7,7,1,2,4,6,5,2,0,5,23,18.3,
37,1/12/1985,21-330,CHI,CLE,L (-3),36:00:00,10,21,0.476,0,1,0,4,6,0.667,4,8,12,3,1,0,3,24,15.8,
38,1/14/1985,21-332,CHI,DEN,W (+9),43:00:00,11,16,0.688,0,0,,13,15,0.867,2,12,14,15,3,1,6,35,39.4,
39,1/16/1985,21-334,CHI,NJN,L (-6),44:00:00,8,17,0.471,0,1,0,11,12,0.917,1,6,7,7,2,0,6,27,20.1,
40,1/17/1985,21-335,CHI,CLE,W (+5),40:00:00,8,20,0.4,0,0,,9,12,0.75,0,4,4,6,2,2,3,25,17.2,
41,1/19/1985,21-337,CHI,IND,L (-3),41:00:00,15,27,0.556,2,4,0.5,6,8,0.75,2,10,12,7,3,2,2,38,34,
42,1/22/1985,21-340,CHI,POR,W (+8),39:00:00,11,20,0.55,0,1,0,7,7,1,1,11,12,5,2,0,4,29,23.3,
43,1/25/1985,21-343,CHI,SEA,W (+17),37:00:00,6,15,0.4,0,1,0,10,10,1,2,2,4,8,4,2,1,22,24.7,
44,1/26/1985,21-344,CHI,ATL,W (+13),43:00:00,17,24,0.708,0,0,,11,11,1,1,7,8,10,0,4,5,45,41.4,
45,1/29/1985,21-347,CHI,KCK,W (+6),38:00:00,11,17,0.647,0,0,,4,6,0.667,0,7,7,7,3,0,1,26,25.5,
46,1/30/1985,21-348,CHI,WSB,L (-11),41:00:00,12,19,0.632,0,0,,14,15,0.933,0,7,7,8,4,0,4,38,35.6,
47,2/1/1985,21-350,CHI,PHI,L (-11),37:00:00,9,16,0.563,0,2,0,13,14,0.929,0,6,6,5,2,0,3,31,25.3,
48,2/5/1985,21-354,CHI,BOS,L (-4),45:00:00,14,25,0.56,0,1,0,13,14,0.929,4,8,12,7,4,1,1,41,40.1,
49,2/7/1985,21-356,CHI,CLE,L (-9),38:00:00,8,17,0.471,0,0,,7,8,0.875,3,1,4,7,4,0,7,23,15.8,
50,2/12/1985,21-361,CHI,DET,W (+13),45:00:00,19,31,0.613,0,0,,11,13,0.846,7,8,15,5,4,0,6,49,40.9,
51,2/15/1985,21-364,CHI,IND,L (-18),37:00:00,8,20,0.4,0,1,0,1,2,0.5,1,6,7,6,0,2,4,17,9.5,
52,2/17/1985,22-000,CHI,MIL,L (-20),34:00:00,9,15,0.6,0,0,,8,8,1,2,1,3,3,2,1,5,26,20.2,
53,2/19/1985,22-002,CHI,LAL,L (-10),30:00:00,6,13,0.462,0,2,0,4,5,0.8,4,2,6,8,0,0,3,16,12.9,
54,2/22/1985,22-005,CHI,BOS,L (-10),42:00:00,8,18,0.444,0,0,,10,12,0.833,1,3,4,7,3,0,3,26,21.1,
55,2/23/1985,22-006,CHI,GSW,W (+15),32:00:00,15,20,0.75,0,0,,8,8,1,1,4,5,5,3,0,0,38,36.8,
56,2/26/1985,22-009,CHI,CLE,L (-5),48:00:00,12,27,0.444,0,1,0,4,4,1,3,6,9,5,0,0,1,28,18.7,
57,2/27/1985,22-010,CHI,DET,L (-9),35:00:00,8,17,0.471,0,1,0,8,9,0.889,1,5,6,2,4,1,4,24,18,
58,3/1/1985,22-012,CHI,NYK,W (+5),38:00:00,6,15,0.4,0,0,,9,12,0.75,2,8,10,10,3,0,7,21,17.7,
59,3/3/1985,22-014,CHI,NJN,L (-4),41:00:00,13,21,0.619,0,0,,11,12,0.917,6,8,14,5,3,1,3,37,37.1,
60,3/5/1985,22-016,CHI,WSB,W (+5),44:00:00,12,23,0.522,0,0,,13,17,0.765,2,7,9,8,2,1,2,37,32.7,
61,3/6/1985,22-017,CHI,BOS,W (+3),42:00:00,13,28,0.464,0,0,,7,7,1,2,5,7,3,5,2,5,33,24.2,
62,3/8/1985,22-019,CHI,LAC,W (+16),28:00:00,7,13,0.538,1,2,0.5,11,14,0.786,2,6,8,7,0,1,1,26,25.1,
63,3/9/1985,22-020,CHI,UTA,L (-6),38:00:00,9,21,0.429,1,1,1,9,16,0.563,2,4,6,4,5,0,6,28,16.5,
64,3/11/1985,22-022,CHI,WSB,L (-7),34:00:00,6,14,0.429,0,0,,9,10,0.9,1,3,4,4,0,0,4,21,12.8,
65,3/12/1985,22-023,CHI,DET,W (+1),39:00:00,11,24,0.458,0,1,0,10,11,0.909,3,5,8,4,1,0,5,32,20.8,
66,3/14/1985,22-025,CHI,NYK,L (-9),34:00:00,5,18,0.278,0,0,,6,11,0.545,1,2,3,8,1,0,1,16,9.1,
67,3/15/1985,22-026,CHI,PHO,W (+6),42:00:00,11,15,0.733,0,0,,5,6,0.833,1,8,9,14,2,2,6,27,29.6,
68,3/17/1985,22-028,CHI,MIL,W (+2),48:00:00,11,25,0.44,0,3,0,10,13,0.769,6,5,11,16,1,1,3,32,31.3,
69,3/19/1985,22-030,CHI,HOU,L (-6),42:00:00,11,22,0.5,0,0,,9,10,0.9,2,2,4,7,2,1,7,31,21,
70,3/20/1985,22-031,CHI,SAS,L (-8),43:00:00,14,23,0.609,0,1,0,10,12,0.833,3,4,7,4,3,0,2,38,31.8,
